WORD,SYNONYMS
NATURAL,"COMMON, USUAL, ROUTINE, DAILY, NORMAL, CLASSIC, ORDINARY, TYPICAL, UNIVERSAL, EVERYDAY, REGULAR"
REGULAR,"COMMON, USUAL, ROUTINE, DAILY, NORMAL, CLASSIC, ORDINARY, TYPICAL, UNIVERSAL, EVERYDAY, NATURAL"
GRANDMOTHER,"GRANDMA, GRANNY"
GRANDMA,"GRANDMOTHER, GRANNY"
GRANNY,"GRANDMOTHER, GRANDMA"
PILOT,"AVIATOR, NAVIGATOR, CAPTAIN, FLIGHT LIEUTENANT, SKIPPER, COMMANDER"
AVIATOR,"PILOT, NAVIGATOR, CAPTAIN, FLIGHT LIEUTENANT, SKIPPER, COMMANDER"
NAVIGATOR,"PILOT, AVIATOR, CAPTAIN, FLIGHT LIEUTENANT, SKIPPER, COMMANDER"
CAPTAIN,"PILOT, AVIATOR, NAVIGATOR, FLIGHT LIEUTENANT, SKIPPER, COMMANDER"
FLIGHT LIEUTENANT,"PILOT, AVIATOR, NAVIGATOR, CAPTAIN, SKIPPER, COMMANDER"
SKIPPER,"PILOT, AVIATOR, NAVIGATOR, CAPTAIN, FLIGHT LIEUTENANT, COMMANDER"
COMMANDER,"PILOT, AVIATOR, NAVIGATOR, CAPTAIN, FLIGHT LIEUTENANT, SKIPPER"
DIAMETER,WIDTH
WIDTH,DIAMETER
TWO,"PAIR, COUPLE, DUO, DUET"
PAIR,"TWO, COUPLE, DUO, DUET"
COUPLE,"TWO, PAIR, DUO, DUET"
DUO,"TWO, PAIR, COUPLE, DUET"
DUET,"TWO, PAIR, COUPLE, DUO"
HANDBAG,"POCKETBOOK, PURSE, POUCH, WALLET, COIN PURSE"
POCKETBOOK,"HANDBAG, PURSE, POUCH, WALLET, COIN PURSE"
PURSE,"HANDBAG, POCKETBOOK, POUCH, WALLET, COIN PURSE"
POUCH,"HANDBAG, POCKETBOOK, PURSE, WALLET, COIN PURSE"
WALLET,"HANDBAG, POCKETBOOK, PURSE, POUCH, COIN PURSE"
COIN PURSE,"HANDBAG, POCKETBOOK, PURSE, POUCH, WALLET"
TIGHTS,"PANTYHOSE SHEER, UNITARD, HOSIERY, SEMI SHEER NYLON BASED TIGHTS, PANTYHOSE"
PANTYHOSE SHEER,"TIGHTS, UNITARD, HOSIERY, SEMI SHEER NYLON BASED TIGHTS, PANTYHOSE"
UNITARD,"TIGHTS, PANTYHOSE SHEER, HOSIERY, SEMI SHEER NYLON BASED TIGHTS, PANTYHOSE"
HOSIERY,"TIGHTS, PANTYHOSE SHEER, UNITARD, SEMI SHEER NYLON BASED TIGHTS, PANTYHOSE"
SEMI SHEER NYLON BASED TIGHTS,"TIGHTS, PANTYHOSE SHEER, UNITARD, HOSIERY, PANTYHOSE"
PANTYHOSE,"TIGHTS, PANTYHOSE SHEER, UNITARD, HOSIERY, SEMI SHEER NYLON BASED TIGHTS"
TOILET,"LAVATORY, BATHROOM, RESTROOM"
LAVATORY,"TOILET, BATHROOM, RESTROOM"
BATHROOM,"TOILET, LAVATORY, RESTROOM"
RESTROOM,"TOILET, LAVATORY, BATHROOM"
MAN,"BLOKE, GUY"
BLOKE,"MAN, GUY"
GUY,"MAN, BLOKE"
OMIT,"EDIT, DELETE"
EDIT,"OMIT, DELETE"
DELETE,"OMIT, EDIT"
BLADE,"MACHETE, KNIFE, SWORD, RAZOR, HUNTING KNIFE, DAGGER"
MACHETE,"BLADE, KNIFE, SWORD, RAZOR, HUNTING KNIFE, DAGGER"
KNIFE,"BLADE, MACHETE, SWORD, RAZOR, HUNTING KNIFE, DAGGER"
SWORD,"BLADE, MACHETE, KNIFE, RAZOR, HUNTING KNIFE, DAGGER"
RAZOR,"BLADE, MACHETE, KNIFE, SWORD, HUNTING KNIFE, DAGGER"
HUNTING KNIFE,"BLADE, MACHETE, KNIFE, SWORD, RAZOR, DAGGER"
DAGGER,"BLADE, MACHETE, KNIFE, SWORD, RAZOR, HUNTING KNIFE"
BUNK,"MATTRESS, COUCH, BED"
MATTRESS,"BUNK, COUCH, BED"
COUCH,"BUNK, MATTRESS, BED"
BED,"BUNK, MATTRESS, COUCH"
THERAPY,"CURE, MEDICINE, HEALING, TREATMENT, REMEDY, SPECIALTY, SPECIALITY, MEDICATION, PHARMACEUTICAL, STIMULANT, SPECIALTIES, DRUG, PRESCRIPTION"
CURE,"THERAPY, MEDICINE, HEALING, TREATMENT, REMEDY, SPECIALTY, SPECIALITY, MEDICATION, PHARMACEUTICAL, STIMULANT, SPECIALTIES, DRUG, PRESCRIPTION"
MEDICINE,"THERAPY, CURE, HEALING, TREATMENT, REMEDY, SPECIALTY, SPECIALITY, MEDICATION, PHARMACEUTICAL, STIMULANT, SPECIALTIES, DRUG, PRESCRIPTION"
HEALING,"THERAPY, CURE, MEDICINE, TREATMENT, REMEDY, SPECIALTY, SPECIALITY, MEDICATION, PHARMACEUTICAL, STIMULANT, SPECIALTIES, DRUG, PRESCRIPTION"
TREATMENT,"THERAPY, CURE, MEDICINE, HEALING, REMEDY, SPECIALTY, SPECIALITY, MEDICATION, PHARMACEUTICAL, STIMULANT, SPECIALTIES, DRUG, PRESCRIPTION"
REMEDY,"THERAPY, CURE, MEDICINE, HEALING, TREATMENT, SPECIALTY, SPECIALITY, MEDICATION, PHARMACEUTICAL, STIMULANT, SPECIALTIES, DRUG, PRESCRIPTION"
SPECIALTY,"THERAPY, CURE, MEDICINE, HEALING, TREATMENT, REMEDY, SPECIALITY, MEDICATION, PHARMACEUTICAL, STIMULANT, SPECIALTIES, DRUG, PRESCRIPTION"
SPECIALITY,"THERAPY, CURE, MEDICINE, HEALING, TREATMENT, REMEDY, SPECIALTY, MEDICATION, PHARMACEUTICAL, STIMULANT, SPECIALTIES, DRUG, PRESCRIPTION"
MEDICATION,"THERAPY, CURE, MEDICINE, HEALING, TREATMENT, REMEDY, SPECIALTY, SPECIALITY, PHARMACEUTICAL, STIMULANT, SPECIALTIES, DRUG, PRESCRIPTION"
PHARMACEUTICAL,"THERAPY, CURE, MEDICINE, HEALING, TREATMENT, REMEDY, SPECIALTY, SPECIALITY, MEDICATION, STIMULANT, SPECIALTIES, DRUG, PRESCRIPTION"
STIMULANT,"THERAPY, CURE, MEDICINE, HEALING, TREATMENT, REMEDY, SPECIALTY, SPECIALITY, MEDICATION, PHARMACEUTICAL, SPECIALTIES, DRUG, PRESCRIPTION"
SPECIALTIES,"THERAPY, CURE, MEDICINE, HEALING, TREATMENT, REMEDY, SPECIALTY, SPECIALITY, MEDICATION, PHARMACEUTICAL, STIMULANT, DRUG, PRESCRIPTION"
DRUG,"THERAPY, CURE, MEDICINE, HEALING, TREATMENT, REMEDY, SPECIALTY, SPECIALITY, MEDICATION, PHARMACEUTICAL, STIMULANT, SPECIALTIES, PRESCRIPTION"
PRESCRIPTION,"THERAPY, CURE, MEDICINE, HEALING, TREATMENT, REMEDY, SPECIALTY, SPECIALITY, MEDICATION, PHARMACEUTICAL, STIMULANT, SPECIALTIES, DRUG"
DRESS,"GOWN, ATTIRE, FROCK"
GOWN,"DRESS, ATTIRE, FROCK"
ATTIRE,"DRESS, GOWN, FROCK"
FROCK,"DRESS, GOWN, ATTIRE"
CLEANING,"SOAK, RINSE, SCRUBBING, WASH, MOISTEN, BATHE, LAUNDRY, IMMERSE, WASHES, WASHING"
SOAK,"CLEANING, RINSE, SCRUBBING, WASH, MOISTEN, BATHE, LAUNDRY, IMMERSE, WASHES, WASHING"
RINSE,"CLEANING, SOAK, SCRUBBING, WASH, MOISTEN, BATHE, LAUNDRY, IMMERSE, WASHES, WASHING"
SCRUBBING,"CLEANING, SOAK, RINSE, WASH, MOISTEN, BATHE, LAUNDRY, IMMERSE, WASHES, WASHING"
WASH,"CLEANING, SOAK, RINSE, SCRUBBING, MOISTEN, BATHE, LAUNDRY, IMMERSE, WASHES, WASHING"
MOISTEN,"CLEANING, SOAK, RINSE, SCRUBBING, WASH, BATHE, LAUNDRY, IMMERSE, WASHES, WASHING"
BATHE,"CLEANING, SOAK, RINSE, SCRUBBING, WASH, MOISTEN, LAUNDRY, IMMERSE, WASHES, WASHING"
LAUNDRY,"CLEANING, SOAK, RINSE, SCRUBBING, WASH, MOISTEN, BATHE, IMMERSE, WASHES, WASHING"
IMMERSE,"CLEANING, SOAK, RINSE, SCRUBBING, WASH, MOISTEN, BATHE, LAUNDRY, WASHES, WASHING"
WASHES,"CLEANING, SOAK, RINSE, SCRUBBING, WASH, MOISTEN, BATHE, LAUNDRY, IMMERSE, WASHING"
WASHING,"CLEANING, SOAK, RINSE, SCRUBBING, WASH, MOISTEN, BATHE, LAUNDRY, IMMERSE, WASHES"
DYE,"PIGMENT, COLOUR, STAIN, COLOR"
PIGMENT,"DYE, COLOUR, STAIN, COLOR"
COLOUR,"DYE, PIGMENT, STAIN, COLOR"
STAIN,"DYE, PIGMENT, COLOUR, COLOR"
COLOR,"DYE, PIGMENT, COLOUR, STAIN"
GUN,"HANDGUN, RIFLE, CARBINE, REVOLVER, PISTOL, FIREARM"
HANDGUN,"GUN, RIFLE, CARBINE, REVOLVER, PISTOL, FIREARM"
RIFLE,"GUN, HANDGUN, CARBINE, REVOLVER, PISTOL, FIREARM"
CARBINE,"GUN, HANDGUN, RIFLE, REVOLVER, PISTOL, FIREARM"
REVOLVER,"GUN, HANDGUN, RIFLE, CARBINE, PISTOL, FIREARM"
PISTOL,"GUN, HANDGUN, RIFLE, CARBINE, REVOLVER, FIREARM"
FIREARM,"GUN, HANDGUN, RIFLE, CARBINE, REVOLVER, PISTOL"
TOBACCO,"SMOKING, CIGARETTE"
SMOKING,"TOBACCO, CIGARETTE"
CIGARETTE,"TOBACCO, SMOKING"
YARN,"FIBER, FILAMENT, THREAD, FIBRE, WOOL"
FIBER,"YARN, FILAMENT, THREAD, FIBRE, WOOL"
FILAMENT,"YARN, FIBER, THREAD, FIBRE, WOOL"
THREAD,"YARN, FIBER, FILAMENT, FIBRE, WOOL"
FIBRE,"YARN, FIBER, FILAMENT, THREAD, WOOL"
WOOL,"YARN, FIBER, FILAMENT, THREAD, FIBRE"
ERASE,WIPE
WIPE,ERASE
FILE,"LIST, DIRECTORY"
LIST,"FILE, DIRECTORY"
DIRECTORY,"FILE, LIST"
NUMBER,FIGURE
FIGURE,NUMBER
BOTTLE,"URN, JAR, JUG, VASE"
URN,"BOTTLE, JAR, JUG, VASE"
JAR,"BOTTLE, URN, JUG, VASE"
JUG,"BOTTLE, URN, JAR, VASE"
VASE,"BOTTLE, URN, JAR, JUG"
STATUS,"SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
SOUVENIR,"STATUS, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
HONOR,"STATUS, SOUVENIR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
TRIBUTE,"STATUS, SOUVENIR, HONOR, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
ARTIFACT,"STATUS, SOUVENIR, HONOR, TRIBUTE, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
OFFERING,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
CACHET,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
HONOUR,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
ARTEFACT,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
REPUTATION,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
PRESTIGE,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
BONUS,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, RELIC, DONATION, GIFT, AWARD, GRANT, GLORY"
RELIC,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, DONATION, GIFT, AWARD, GRANT, GLORY"
DONATION,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, GIFT, AWARD, GRANT, GLORY"
GIFT,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, AWARD, GRANT, GLORY"
AWARD,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, GRANT, GLORY"
GRANT,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GLORY"
GLORY,"STATUS, SOUVENIR, HONOR, TRIBUTE, ARTIFACT, OFFERING, CACHET, HONOUR, ARTEFACT, REPUTATION, PRESTIGE, BONUS, RELIC, DONATION, GIFT, AWARD, GRANT"
CEREMONY,"FESTIVAL, GALA, BASH, CELEBRATION"
FESTIVAL,"CEREMONY, GALA, BASH, CELEBRATION"
GALA,"CEREMONY, FESTIVAL, BASH, CELEBRATION"
BASH,"CEREMONY, FESTIVAL, GALA, CELEBRATION"
CELEBRATION,"CEREMONY, FESTIVAL, GALA, BASH"
RUNNING SHOE,"SNEAKER, TENNIS SHOES, RUNNING SHOES, BOAT SHOE, SHOE, TENNIS SHOE"
SNEAKER,"RUNNING SHOE, TENNIS SHOES, RUNNING SHOES, BOAT SHOE, SHOE, TENNIS SHOE"
TENNIS SHOES,"RUNNING SHOE, SNEAKER, RUNNING SHOES, BOAT SHOE, SHOE, TENNIS SHOE"
RUNNING SHOES,"RUNNING SHOE, SNEAKER, TENNIS SHOES, BOAT SHOE, SHOE, TENNIS SHOE"
BOAT SHOE,"RUNNING SHOE, SNEAKER, TENNIS SHOES, RUNNING SHOES, SHOE, TENNIS SHOE"
SHOE,"RUNNING SHOE, SNEAKER, TENNIS SHOES, RUNNING SHOES, BOAT SHOE, TENNIS SHOE"
TENNIS SHOE,"RUNNING SHOE, SNEAKER, TENNIS SHOES, RUNNING SHOES, BOAT SHOE, SHOE"
CLEAR,"SURE, CONFIDENT, OBVIOUS"
SURE,"CLEAR, CONFIDENT, OBVIOUS"
CONFIDENT,"CLEAR, SURE, OBVIOUS"
OBVIOUS,"CLEAR, SURE, CONFIDENT"
FOOTWEAR,SHOES
SHOES,FOOTWEAR
OINTMENT,"BALM, LOTION"
BALM,"OINTMENT, LOTION"
LOTION,"OINTMENT, BALM"
VOUCHER,COUPON
COUPON,VOUCHER
FESTIVITIES,"VACATION, HOLIDAY, REST"
VACATION,"FESTIVITIES, HOLIDAY, REST"
HOLIDAY,"FESTIVITIES, VACATION, REST"
REST,"FESTIVITIES, VACATION, HOLIDAY"
WIRE,"CABLE, CABLE TVS, POWER CABLE"
CABLE,"WIRE, CABLE TVS, POWER CABLE"
CABLE TVS,"WIRE, CABLE, POWER CABLE"
POWER CABLE,"WIRE, CABLE, CABLE TVS"
TELEPHONE,"PHONE, PHONES"
PHONE,"TELEPHONE, PHONES"
PHONES,"TELEPHONE, PHONE"
WIRELESS,TELEPHONY
TELEPHONY,WIRELESS
TINGE,"COMPLEXION, COLOURING, COLORING, TINT, HUE, COLORATION"
COMPLEXION,"TINGE, COLOURING, COLORING, TINT, HUE, COLORATION"
COLOURING,"TINGE, COMPLEXION, COLORING, TINT, HUE, COLORATION"
COLORING,"TINGE, COMPLEXION, COLOURING, TINT, HUE, COLORATION"
TINT,"TINGE, COMPLEXION, COLOURING, COLORING, HUE, COLORATION"
HUE,"TINGE, COMPLEXION, COLOURING, COLORING, TINT, COLORATION"
COLORATION,"TINGE, COMPLEXION, COLOURING, COLORING, TINT, HUE"
COSMETICS,COSMETIC
COSMETIC,COSMETICS
DEEP DISH,"DISH, BOWL"
DISH,"DEEP DISH, BOWL"
BOWL,"DEEP DISH, DISH"
SQUAD,TEAM
TEAM,SQUAD
FIRE,"OPEN FIRE, BLAZE, FLAME"
OPEN FIRE,"FIRE, BLAZE, FLAME"
BLAZE,"FIRE, OPEN FIRE, FLAME"
FLAME,"FIRE, OPEN FIRE, BLAZE"
GAME,"CHAMPIONSHIP, CONTEST, TOURNEY, MATCH, EVENT, TOURNAMENT"
CHAMPIONSHIP,"GAME, CONTEST, TOURNEY, MATCH, EVENT, TOURNAMENT"
CONTEST,"GAME, CHAMPIONSHIP, TOURNEY, MATCH, EVENT, TOURNAMENT"
TOURNEY,"GAME, CHAMPIONSHIP, CONTEST, MATCH, EVENT, TOURNAMENT"
MATCH,"GAME, CHAMPIONSHIP, CONTEST, TOURNEY, EVENT, TOURNAMENT"
EVENT,"GAME, CHAMPIONSHIP, CONTEST, TOURNEY, MATCH, TOURNAMENT"
TOURNAMENT,"GAME, CHAMPIONSHIP, CONTEST, TOURNEY, MATCH, EVENT"
ROLE,CHARACTER
CHARACTER,ROLE
SCHOOL,"CLASSES, LOCK IN, ACADEMY"
CLASSES,"SCHOOL, LOCK IN, ACADEMY"
LOCK IN,"SCHOOL, CLASSES, ACADEMY"
ACADEMY,"SCHOOL, CLASSES, LOCK IN"
CAR,JEEP
JEEP,CAR
RAFT,"YACHT, BOAT, VESSEL, BARGE, SHIP, SAILBOAT"
YACHT,"RAFT, BOAT, VESSEL, BARGE, SHIP, SAILBOAT"
BOAT,"RAFT, YACHT, VESSEL, BARGE, SHIP, SAILBOAT"
VESSEL,"RAFT, YACHT, BOAT, BARGE, SHIP, SAILBOAT"
BARGE,"RAFT, YACHT, BOAT, VESSEL, SHIP, SAILBOAT"
SHIP,"RAFT, YACHT, BOAT, VESSEL, BARGE, SAILBOAT"
SAILBOAT,"RAFT, YACHT, BOAT, VESSEL, BARGE, SHIP"
FANTASY,NIGHTMARE
NIGHTMARE,FANTASY
TWISTER,"STORM, CYCLONE, TORNADO, HURRICANE"
STORM,"TWISTER, CYCLONE, TORNADO, HURRICANE"
CYCLONE,"TWISTER, STORM, TORNADO, HURRICANE"
TORNADO,"TWISTER, STORM, CYCLONE, HURRICANE"
HURRICANE,"TWISTER, STORM, CYCLONE, TORNADO"
CAPSULE,SPACE CAPSULE
SPACE CAPSULE,CAPSULE
BRAVE,"HEROIC, BOLD, VALIANT, DARING, FEARLESS"
HEROIC,"BRAVE, BOLD, VALIANT, DARING, FEARLESS"
BOLD,"BRAVE, HEROIC, VALIANT, DARING, FEARLESS"
VALIANT,"BRAVE, HEROIC, BOLD, DARING, FEARLESS"
DARING,"BRAVE, HEROIC, BOLD, VALIANT, FEARLESS"
FEARLESS,"BRAVE, HEROIC, BOLD, VALIANT, DARING"
MENTOR,"COACH, TRAINER"
COACH,"MENTOR, TRAINER"
TRAINER,"MENTOR, COACH"
DRESSED,WEAR
WEAR,DRESSED
STITCH,"STITCHED, SEW"
STITCHED,"STITCH, SEW"
SEW,"STITCH, STITCHED"
SYMBOL,"BADGE, FLAG, EMBLEM, LOGO, LABEL"
BADGE,"SYMBOL, FLAG, EMBLEM, LOGO, LABEL"
FLAG,"SYMBOL, BADGE, EMBLEM, LOGO, LABEL"
EMBLEM,"SYMBOL, BADGE, FLAG, LOGO, LABEL"
LOGO,"SYMBOL, BADGE, FLAG, EMBLEM, LABEL"
LABEL,"SYMBOL, BADGE, FLAG, EMBLEM, LOGO"
GRAPE,"WINES, WINE"
WINES,"GRAPE, WINE"
WINE,"GRAPE, WINES"
QUILTING,"EMBROIDERY, TAPESTRY, LACE"
EMBROIDERY,"QUILTING, TAPESTRY, LACE"
TAPESTRY,"QUILTING, EMBROIDERY, LACE"
LACE,"QUILTING, EMBROIDERY, TAPESTRY"
BLAZER,JACKET
JACKET,BLAZER
BLOUSE,BODICE
BODICE,BLOUSE
ABOUT,"AROUND, OVER"
AROUND,"ABOUT, OVER"
OVER,"ABOUT, AROUND"
GYM,"GYMNASIUM, RINK"
GYMNASIUM,"GYM, RINK"
RINK,"GYM, GYMNASIUM"
PACKAGE,BOX
BOX,PACKAGE
NOVICE,"LEARNER, BEGINNER"
LEARNER,"NOVICE, BEGINNER"
BEGINNER,"NOVICE, LEARNER"
HIT,SHOT
SHOT,HIT
HOLE,"RECESS, GAP, BREAK"
RECESS,"HOLE, GAP, BREAK"
GAP,"HOLE, RECESS, BREAK"
BREAK,"HOLE, RECESS, GAP"
WARM,"LUKEWARM, SUNNY, MODERATE, HOT, TROPICAL, MILK WARM, MILD"
LUKEWARM,"WARM, SUNNY, MODERATE, HOT, TROPICAL, MILK WARM, MILD"
SUNNY,"WARM, LUKEWARM, MODERATE, HOT, TROPICAL, MILK WARM, MILD"
MODERATE,"WARM, LUKEWARM, SUNNY, HOT, TROPICAL, MILK WARM, MILD"
HOT,"WARM, LUKEWARM, SUNNY, MODERATE, TROPICAL, MILK WARM, MILD"
TROPICAL,"WARM, LUKEWARM, SUNNY, MODERATE, HOT, MILK WARM, MILD"
MILK WARM,"WARM, LUKEWARM, SUNNY, MODERATE, HOT, TROPICAL, MILD"
MILD,"WARM, LUKEWARM, SUNNY, MODERATE, HOT, TROPICAL, MILK WARM"
POLAR,"COOL, FRIGID, CHILLY, ICY, BREEZY, COLD, AIRY, FROSTY"
COOL,"POLAR, FRIGID, CHILLY, ICY, BREEZY, COLD, AIRY, FROSTY"
FRIGID,"POLAR, COOL, CHILLY, ICY, BREEZY, COLD, AIRY, FROSTY"
CHILLY,"POLAR, COOL, FRIGID, ICY, BREEZY, COLD, AIRY, FROSTY"
ICY,"POLAR, COOL, FRIGID, CHILLY, BREEZY, COLD, AIRY, FROSTY"
BREEZY,"POLAR, COOL, FRIGID, CHILLY, ICY, COLD, AIRY, FROSTY"
COLD,"POLAR, COOL, FRIGID, CHILLY, ICY, BREEZY, AIRY, FROSTY"
AIRY,"POLAR, COOL, FRIGID, CHILLY, ICY, BREEZY, COLD, FROSTY"
FROSTY,"POLAR, COOL, FRIGID, CHILLY, ICY, BREEZY, COLD, AIRY"
TERM,"NAME, SIGNATURE, STAMP"
NAME,"TERM, SIGNATURE, STAMP"
SIGNATURE,"TERM, NAME, STAMP"
STAMP,"TERM, NAME, SIGNATURE"
KITTY,KITTEN
KITTEN,KITTY
CARTON,CRATE
CRATE,CARTON
GLAZE,"LATEX, ACRYLIC, LACQUER, ENAMEL, VARNISH"
LATEX,"GLAZE, ACRYLIC, LACQUER, ENAMEL, VARNISH"
ACRYLIC,"GLAZE, LATEX, LACQUER, ENAMEL, VARNISH"
LACQUER,"GLAZE, LATEX, ACRYLIC, ENAMEL, VARNISH"
ENAMEL,"GLAZE, LATEX, ACRYLIC, LACQUER, VARNISH"
VARNISH,"GLAZE, LATEX, ACRYLIC, LACQUER, ENAMEL"
PANEL,"BOARD, COMMITTEE"
BOARD,"PANEL, COMMITTEE"
COMMITTEE,"PANEL, BOARD"
FLOORING,"TILE, EARTHENWARE, PORCELAIN, STONE, BRICK, CERAMIC, STONEWARE"
TILE,"FLOORING, EARTHENWARE, PORCELAIN, STONE, BRICK, CERAMIC, STONEWARE"
EARTHENWARE,"FLOORING, TILE, PORCELAIN, STONE, BRICK, CERAMIC, STONEWARE"
PORCELAIN,"FLOORING, TILE, EARTHENWARE, STONE, BRICK, CERAMIC, STONEWARE"
STONE,"FLOORING, TILE, EARTHENWARE, PORCELAIN, BRICK, CERAMIC, STONEWARE"
BRICK,"FLOORING, TILE, EARTHENWARE, PORCELAIN, STONE, CERAMIC, STONEWARE"
CERAMIC,"FLOORING, TILE, EARTHENWARE, PORCELAIN, STONE, BRICK, STONEWARE"
STONEWARE,"FLOORING, TILE, EARTHENWARE, PORCELAIN, STONE, BRICK, CERAMIC"
LICENSE,"PERMIT, DIPLOMA, LICENCE, CERTIFICATE"
PERMIT,"LICENSE, DIPLOMA, LICENCE, CERTIFICATE"
DIPLOMA,"LICENSE, PERMIT, LICENCE, CERTIFICATE"
LICENCE,"LICENSE, PERMIT, DIPLOMA, CERTIFICATE"
CERTIFICATE,"LICENSE, PERMIT, DIPLOMA, LICENCE"
WINK,"TWINKLE, SPARKLE, SHINE, GLISTEN"
TWINKLE,"WINK, SPARKLE, SHINE, GLISTEN"
SPARKLE,"WINK, TWINKLE, SHINE, GLISTEN"
SHINE,"WINK, TWINKLE, SPARKLE, GLISTEN"
GLISTEN,"WINK, TWINKLE, SPARKLE, SHINE"
FUZZY,"SHAGGY, FURRY"
SHAGGY,"FUZZY, FURRY"
FURRY,"FUZZY, SHAGGY"
COMPUTERISED,"AUTOMATED, ELECTRIC, AUTOMATIC, MECHANICAL, ELECTRONIC, ELECTRICAL, COMPUTERIZED, ELECTRONICS"
AUTOMATED,"COMPUTERISED, ELECTRIC, AUTOMATIC, MECHANICAL, ELECTRONIC, ELECTRICAL, COMPUTERIZED, ELECTRONICS"
ELECTRIC,"COMPUTERISED, AUTOMATED, AUTOMATIC, MECHANICAL, ELECTRONIC, ELECTRICAL, COMPUTERIZED, ELECTRONICS"
AUTOMATIC,"COMPUTERISED, AUTOMATED, ELECTRIC, MECHANICAL, ELECTRONIC, ELECTRICAL, COMPUTERIZED, ELECTRONICS"
MECHANICAL,"COMPUTERISED, AUTOMATED, ELECTRIC, AUTOMATIC, ELECTRONIC, ELECTRICAL, COMPUTERIZED, ELECTRONICS"
ELECTRONIC,"COMPUTERISED, AUTOMATED, ELECTRIC, AUTOMATIC, MECHANICAL, ELECTRICAL, COMPUTERIZED, ELECTRONICS"
ELECTRICAL,"COMPUTERISED, AUTOMATED, ELECTRIC, AUTOMATIC, MECHANICAL, ELECTRONIC, COMPUTERIZED, ELECTRONICS"
COMPUTERIZED,"COMPUTERISED, AUTOMATED, ELECTRIC, AUTOMATIC, MECHANICAL, ELECTRONIC, ELECTRICAL, ELECTRONICS"
ELECTRONICS,"COMPUTERISED, AUTOMATED, ELECTRIC, AUTOMATIC, MECHANICAL, ELECTRONIC, ELECTRICAL, COMPUTERIZED"
EARRING,"CHOKER, NECKLACE"
CHOKER,"EARRING, NECKLACE"
NECKLACE,"EARRING, CHOKER"
TABLOID,"MEDIA, NEWSPAPER, DAILIES, PRESS"
MEDIA,"TABLOID, NEWSPAPER, DAILIES, PRESS"
NEWSPAPER,"TABLOID, MEDIA, DAILIES, PRESS"
